DRUG,CYP****,RELATION,SPECIES,DATABASE,REFERENCES,OTHER INTERACTIONS,DRUG INFO
Trospium , 2C19,inhibitor ,,SuperCYP,show reference,show interactions,show drug info
Valdecoxib , 2C19,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Valproic acid , 2C19,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Valproic acid , 2C19,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Venlafaxine , 2C19,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Venlafaxine , 2C19,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Verapamil , 2C19,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Voriconazole , 2C19,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Voriconazole , 2C19,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Voriconazole , 2C19,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Warfarin , 2C19,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Warfarin , 2C19,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Warfarin , 2C19,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Warfarin , 2C19,substrate ,,SuperCYP,show reference,show interactions,show drug info
Zafirlukast , 2C19,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Zafirlukast , 2C19,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Zidovudine , 2C19,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Zidovudine , 2C19,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Zidovudine , 2C19,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Zolpidem , 2C19,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Zolpidem , 2C19,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Zonisamide , 2C19,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Zonisamide , 2C19,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Zonisamide , 2C19,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Zonisamide , 2C19,substrate ,,SuperCYP,show reference,show interactions,show drug info
Zotepine , 2C19,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
, 2D6,inhibitor ,,SuperCYP,show reference,show interactions,show drug info
, 2D6,substrate ,,SuperCYP,show reference,show interactions,show drug info
, 2D6,substrate ,,SuperCYP,show reference,show interactions,show drug info
, 2D6,substrate ,,SuperCYP,show reference,show interactions,show drug info
, 2D6,inhibitor ,,SuperCYP,show reference,show interactions,show drug info
, 2D6,substrate ,,SuperCYP,show reference,show interactions,show drug info
Acebutolol , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Acetylcholin , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Acetylcholine , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Ajmaline , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Ajmaline , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Almotriptan , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Almotriptan , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Alprenolol , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Alprenolol , 2D6,substrate ,,SuperCYP,show reference,show interactions,show drug info
Amfetamine , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Amfetamine , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Amfetamine , 2D6,substrate ,,SuperCYP,show reference,show interactions,show drug info
Aminobutyric acid , 2D6,substrate ,,SuperCYP,show reference,show interactions,show drug info
Aminophenazone , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Amiodarone , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Amiodarone , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Amiodarone , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Amitriptyline , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Amitriptyline , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Amitriptyline , 2D6,substrate ,,SuperCYP,show reference,show interactions,show drug info
Amitriptyline , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Amlodipine , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Amlodipine , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Amodiaquine , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Amodiaquine , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Amprenavir , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Amsacrine , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Aprindine , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Aprindine , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Aripiprazole , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Aripiprazole , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Aripiprazole , 2D6,inducer ,human ,SuperCYP,show reference,show interactions,show drug info
Aripiprazole , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Artemether , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Astemizole , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Atomoxetine , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Atomoxetine , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Atomoxetine , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Atomoxetine , 2D6,substrate ,,SuperCYP,show reference,show interactions,show drug info
Atomoxetine , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Azelastine , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Azelastine , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Azelastine , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Azelastine , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Barnidipine , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Barnidipine , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Befunolol , 2D6,substrate ,,SuperCYP,show reference,show interactions,show drug info
Benidipine , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Benzatropine , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Benzethonium , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Benzydamine , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Benzydamine , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Bepridil , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Betaxolol , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Betaxolol , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Betaxolol , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Bicalutamide , 2D6,inhibitor ,,SuperCYP,show reference,show interactions,show drug info
Biperiden , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Biperiden , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Bisoprolol , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Bisoprolol , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Bortezomib , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Bortezomib , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Bortezomib , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Brompheniramine , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Brompheniramine , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Budipine , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Budipine , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Buflomedil , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Bupivacaine , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Bupivacaine , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Bupranolol , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Bupranolol , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Buprenorphine , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Buprenorphine , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Buprenorphine , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Bupropion , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Bupropion , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Bupropion , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Bupropion , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Buspirone , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Buspirone , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Caffeine , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Capsaicin , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Capsaicin , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Captopril , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Captopril , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Carbinoxamine , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Carteolol , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Carteolol , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Carvedilol , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Carvedilol , 2D6,substrate ,,SuperCYP,show reference,show interactions,show drug info
Carvedilol , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Cefalexin , 2D6,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Celecoxib , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Celecoxib , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Celecoxib , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Chinin , 2D6,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
