Name,Name,Actions,Species,Database
Sufentanil, 3A4,substrate,Not Specified,DrugBank
Norethindrone, 3A4,substrate,Not Specified,DrugBank
Azatadine, 3A4,inducer,Not Specified,DrugBank
Imiquimod, 3A4,substrate,Not Specified,DrugBank
Trimipramine, 3A4,substrate,Not Specified,DrugBank
Nateglinide, 3A4,substrate,Not Specified,DrugBank
Risperidone, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Esomeprazole, 3A4,substrate,Not Specified,DrugBank
Pentamidine, 3A4,substrate,Not Specified,DrugBank
Hydrocortisone, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Zileuton, 3A4,substrate,Not Specified,DrugBank
Modafinil, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Carbinoxamine, 3A4,substrate,Not Specified,DrugBank
Epinastine, 3A4,substrate,Not Specified,DrugBank
Tranylcypromine, 3A4,inhibitor,Not Specified,DrugBank
Tretinoin, 3A4,substrate,Not Specified,DrugBank
Dolasetron, 3A4,substrate,Not Specified,DrugBank
Clopidogrel, 3A4,substrate,Not Specified,DrugBank
Tetracycline, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Irinotecan, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Methimazole, 3A4,inhibitor,Not Specified,DrugBank
Olopatadine, 3A4,substrate,Not Specified,DrugBank
Hydrocortamate, 3A4,inducer,Not Specified,DrugBank
Etoposide, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Oxcarbazepine, 3A4,inducer,Not Specified,DrugBank
Roxithromycin, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Phenelzine, 3A4,inhibitor,Not Specified,DrugBank
Estradiol, 3A4,substrate,Not Specified,DrugBank
Primidone, 3A4,inducer,Not Specified,DrugBank
Alfentanil, 3A4,substrate,Not Specified,DrugBank
Indapamide, 3A4,substrate,Not Specified,DrugBank
Phenylbutazone, 3A4,inducer,Not Specified,DrugBank
Fentanyl, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Meloxicam, 3A4,substrate,Not Specified,DrugBank
Propofol, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Acetazolamide, 3A4,inhibitor,Not Specified,DrugBank
Tadalafil, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Disulfiram, 3A4,substrate,Not Specified,DrugBank
Diazepam, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Mifepristone, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Brompheniramine, 3A4,substrate,Not Specified,DrugBank
Loperamide, 3A4,substrate,Not Specified,DrugBank
Oxazepam, 3A4,substrate,Not Specified,DrugBank
Donepezil, 3A4,substrate,Not Specified,DrugBank
Clofazimine, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Perphenazine, 3A4,substrate,Not Specified,DrugBank
Temozolomide, 3A4,inducer,Not Specified,DrugBank
Chlorphenesin, 3A4,inducer,Not Specified,DrugBank
Terbinafine, 3A4,"substrate, inducer",Not Specified,DrugBank
Prednisolone, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Vardenafil, 3A4,substrate,Not Specified,DrugBank
Ranitidine, 3A4,inhibitor,Not Specified,DrugBank
Tacrolimus, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Benzphetamine, 3A4,substrate,Not Specified,DrugBank
Dorzolamide, 3A4,substrate,Not Specified,DrugBank
Conivaptan, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Sirolimus, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Clomifene, 3A4,inhibitor,Not Specified,DrugBank
Isosorbide Dinitrate, 3A4,substrate,Not Specified,DrugBank
Granisetron, 3A4,substrate,Not Specified,DrugBank
Triazolam, 3A4,substrate,Not Specified,DrugBank
Ethanol, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Ondansetron, 3A4,substrate,Not Specified,DrugBank
Tiagabine, 3A4,substrate,Not Specified,DrugBank
Cocaine, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Quinidine, 3A4,"substrate, inhibitor, inducer ",Not Specified,DrugBank
Zonisamide, 3A4,substrate,Not Specified,DrugBank
Paricalcitol, 3A4,substrate,Not Specified,DrugBank
Tinidazole, 3A4,substrate,Not Specified,DrugBank
Repaglinide, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Metronidazole, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Almotriptan, 3A4,substrate,Not Specified,DrugBank
Buprenorphine, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Cyclobenzaprine, 3A4,substrate,Not Specified,DrugBank
Phenoxybenzamine, 3A4,substrate,Not Specified,DrugBank
Tipranavir, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Salmeterol, 3A4,substrate,Not Specified,DrugBank
Zalcitabine, 3A4,substrate,Not Specified,DrugBank
Phenprocoumon, 3A4,substrate,Not Specified,DrugBank
Fulvestrant, 3A4,substrate,Not Specified,DrugBank
Felbamate, 3A4,"substrate, inducer",Not Specified,DrugBank
Isoniazid, 3A4,inhibitor,Not Specified,DrugBank
Isoniazid, 3A4,,Not Specified,DrugBank
Hydrocodone, 3A4,substrate,Not Specified,DrugBank
Methylprednisolone, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Zaleplon, 3A4,substrate,Not Specified,DrugBank
Alosetron, 3A4,substrate,Not Specified,DrugBank
Azelastine, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Ezetimibe, 3A4,inhibitor,Not Specified,DrugBank
Telithromycin, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Ethinyl Estradiol, 3A4,substrate,Not Specified,DrugBank
Ramelteon, 3A4,substrate,Not Specified,DrugBank
Cytarabine, 3A4,substrate,Not Specified,DrugBank
Rivastigmine, 3A4,inhibitor,Not Specified,DrugBank
Exemestane, 3A4,substrate,Not Specified,DrugBank
Doxorubicin, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Salbutamol, 3A4,inhibitor,Not Specified,DrugBank
Levobupivacaine, 3A4,substrate,Not Specified,DrugBank
Letrozole, 3A4,substrate,Not Specified,DrugBank
Tioconazole, 3A4,inhibitor,Not Specified,DrugBank
Busulfan, 3A4,substrate,Not Specified,DrugBank
Metyrapone, 3A4,"inhibitor, inducer",Not Specified,DrugBank
Cinacalcet, 3A4,substrate,Not Specified,DrugBank
Sulfamethoxazole, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Glyburide, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Guanfacine, 3A4,substrate,Not Specified,DrugBank
Isosorbide Mononitrate, 3A4,substrate,Not Specified,DrugBank
Felodipine, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Ketoconazole, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Methoxyflurane, 3A4,substrate,Not Specified,DrugBank
Irbesartan, 3A4,inhibitor,Not Specified,DrugBank
Topotecan, 3A4,"inhibitor, inducer",Not Specified,DrugBank
Probenecid, 3A4,inducer,Not Specified,DrugBank
Tolterodine, 3A4,substrate,Not Specified,DrugBank
Selegiline, 3A4,substrate,Not Specified,DrugBank
Fenofibrate, 3A4,substrate,Not Specified,DrugBank
Rifampicin, 3A4,"substrate, inducer",Not Specified,DrugBank
Ergoloid mesylate, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Nitrendipine, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Praziquantel, 3A4,substrate,Not Specified,DrugBank
Norfloxacin, 3A4,inhibitor,Not Specified,DrugBank
Oxybutynin, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Glipizide, 3A4,substrate,Not Specified,DrugBank
Clonazepam, 3A4,substrate,Not Specified,DrugBank
Mequitazine, 3A4,inhibitor,Not Specified,DrugBank
Atazanavir, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Perhexiline, 3A4,substrate,Not Specified,DrugBank
Atorvastatin, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Orlistat, 3A4,inducer,Not Specified,DrugBank
Pilocarpine, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Primaquine, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Dimethyl sulfoxide, 3A4,inhibitor,Not Specified,DrugBank
Fluvastatin, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Rosuvastatin, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Pimozide, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Quinacrine, 3A4,substrate,Not Specified,DrugBank
Sertraline, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Sibutramine, 3A4,substrate,Not Specified,DrugBank
Miconazole, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Chlorphenamine, 3A4,substrate,Not Specified,DrugBank
Nifedipine, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Amiodarone, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Dutasteride, 3A4,substrate,Not Specified,DrugBank
Econazole, 3A4,inhibitor,Not Specified,DrugBank
Bicalutamide, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Rabeprazole, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Proguanil, 3A4,substrate,Not Specified,DrugBank
Pioglitazone, 3A4,"substrate, inducer",Not Specified,DrugBank
Carvedilol, 3A4,substrate,Not Specified,DrugBank
Levofloxacin, 3A4,inhibitor,Not Specified,DrugBank
Sulfinpyrazone, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Doxepin, 3A4,substrate,Not Specified,DrugBank
Nefazodone, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Desipramine, 3A4,inhibitor,Not Specified,DrugBank
Bupropion, 3A4,substrate,Not Specified,DrugBank
Halothane, 3A4,substrate,Not Specified,DrugBank
Cilostazol, 3A4,substrate,Not Specified,DrugBank
Itraconazole, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Arsenic trioxide, 3A4,inhibitor,Not Specified,DrugBank
Guanethidine, 3A4,inducer,Not Specified,DrugBank
Orphenadrine, 3A4,substrate,Not Specified,DrugBank
Phenobarbital, 3A4,inducer,Not Specified,DrugBank
Escitalopram, 3A4,substrate,Not Specified,DrugBank
Podofilox, 3A4,substrate,Not Specified,DrugBank
Ifosfamide, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Propafenone, 3A4,substrate,Not Specified,DrugBank
Naloxone, 3A4,substrate,Not Specified,DrugBank
Domperidone, 3A4,substrate,Not Specified,DrugBank
Pergolide, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Clindamycin, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Oxymorphone, 3A4,substrate,Not Specified,DrugBank
Brinzolamide, 3A4,substrate,Not Specified,DrugBank
Estramustine, 3A4,substrate,Not Specified,DrugBank
Zopiclone, 3A4,substrate,Not Specified,DrugBank
Bromocriptine, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Rifapentine, 3A4,inducer,Not Specified,DrugBank
Mitoxantrone, 3A4,inhibitor,Not Specified,DrugBank
Lomustine, 3A4,inhibitor,Not Specified,DrugBank
Clarithromycin, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Clarithromycin, 3A4,,Not Specified,DrugBank
Estazolam, 3A4,substrate,Not Specified,DrugBank
Finasteride, 3A4,substrate,Not Specified,DrugBank
Anastrozole, 3A4,inhibitor,Not Specified,DrugBank
Halofantrine, 3A4,substrate,Not Specified,DrugBank
Dantrolene, 3A4,substrate,Not Specified,DrugBank
Rifaximin, 3A4,inducer,Not Specified,DrugBank
Ketamine, 3A4,substrate,Not Specified,DrugBank
Budesonide, 3A4,substrate,Not Specified,DrugBank
Aminophylline, 3A4,substrate,Not Specified,DrugBank
Quetiapine, 3A4,substrate,Not Specified,DrugBank
Levomethadyl Acetate, 3A4,substrate,Not Specified,DrugBank
Paclitaxel, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Saquinavir, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Dexamethasone, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Sevoflurane, 3A4,substrate,Not Specified,DrugBank
Aripiprazole, 3A4,substrate,Not Specified,DrugBank
Gemfibrozil, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Clomipramine, 3A4,substrate,Not Specified,DrugBank
Alimemazine, 3A4,inducer,Not Specified,DrugBank
Docetaxel, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Ergonovine, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Dasatinib, 3A4,substrate,Not Specified,DrugBank
Retapamulin, 3A4,substrate,Not Specified,DrugBank
Lapatinib, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Sitagliptin, 3A4,substrate,Not Specified,DrugBank
Posaconazole, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Darunavir, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Paliperidone, 3A4,,Not Specified,DrugBank
Sunitinib, 3A4,substrate,Not Specified,DrugBank
Hydralazine, 3A4,inhibitor,Not Specified,DrugBank
Rolitetracycline, 3A4,inhibitor,Not Specified,DrugBank
Fosamprenavir, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Fosphenytoin, 3A4,inducer,Not Specified,DrugBank
Josamycin, 3A4,inhibitor,Not Specified,DrugBank
Cefradine, 3A4,inducer,Not Specified,DrugBank
Tasosartan, 3A4,substrate,Not Specified,DrugBank
Hexobarbital, 3A4,substrate,Not Specified,DrugBank
Troleandomycin, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Quinupristin, 3A4,inhibitor,Not Specified,DrugBank
Cortisone acetate, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Paramethasone, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Mibefradil, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Yohimbine, 3A4,substrate,Not Specified,DrugBank
Bezafibrate, 3A4,substrate,Not Specified,DrugBank
Colchicine, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Digitoxin, 3A4,substrate,Not Specified,DrugBank
Danazol, 3A4,inhibitor,Not Specified,DrugBank
Tiotropium, 3A4,substrate,Not Specified,DrugBank
Ciclesonide, 3A4,substrate,Not Specified,DrugBank
Pranlukast, 3A4,,Not Specified,DrugBank
Acenocoumarol, 3A4,substrate,Not Specified,DrugBank
Aminophenazone, 3A4,substrate,Not Specified,DrugBank
Allylestrenol, 3A4,substrate,Not Specified,DrugBank
Antipyrine, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Ethylmorphine, 3A4,substrate,Not Specified,DrugBank
Flunitrazepam, 3A4,substrate,Not Specified,DrugBank
Dihydrocodeine, 3A4,substrate,Not Specified,DrugBank
Bromazepam, 3A4,substrate,Not Specified,DrugBank
Clotiazepam, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Ketazolam, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Prazepam, 3A4,substrate,Not Specified,DrugBank
Quazepam, 3A4,substrate,Not Specified,DrugBank
Everolimus, 3A4,substrate,Not Specified,DrugBank
Solifenacin, 3A4,substrate,Not Specified,DrugBank
Nitrazepam, 3A4,substrate,Not Specified,DrugBank
Lopinavir, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Deferasirox, 3A4,inducer,Not Specified,DrugBank
Pipotiazine, 3A4,substrate,Not Specified,DrugBank
Etoricoxib, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Rutin, 3A4,inhibitor,Not Specified,DrugBank
Dehydroepiandrosterone, 3A4,substrate,Not Specified,DrugBank
Dalfopristin, 3A4,inhibitor,Not Specified,DrugBank
Nicotinamide, 3A4,inhibitor,Not Specified,DrugBank
Resveratrol, 3A4,inhibitor,Not Specified,DrugBank
Vanoxerine, 3A4,substrate,Not Specified,DrugBank
Phenacetin, 3A4,substrate,Not Specified,DrugBank
Thiotepa, 3A4,substrate,Not Specified,DrugBank
Estropipate, 3A4,substrate,Not Specified,DrugBank
Bifonazole, 3A4,inhibitor,Not Specified,DrugBank
Metamizole, 3A4,inducer,Not Specified,DrugBank
Zomepirac, 3A4,substrate,Not Specified,DrugBank
Methaqualone, 3A4,substrate,Not Specified,DrugBank
Maraviroc, 3A4,substrate,Not Specified,DrugBank
Ixabepilone, 3A4,substrate,Not Specified,DrugBank
Celiprolol, 3A4,substrate,Not Specified,DrugBank
Dronedarone, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Dexloxiglumide, 3A4,,Not Specified,DrugBank
Nilotinib, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Lorcaserin, 3A4,substrate,Not Specified,DrugBank
Calanolide A, 3A4,,Not Specified,DrugBank
Tesmilifene, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Flibanserin, 3A4,substrate,Not Specified,DrugBank
Clevidipine, 3A4,inducer,Not Specified,DrugBank
Permethrin, 3A4,substrate,Not Specified,DrugBank
Benzoxazinorifamycin, 3A4,,Not Specified,DrugBank
Ospemifene, 3A4,substrate,Not Specified,DrugBank
Iloperidone, 3A4,substrate,Not Specified,DrugBank
Azimilide, 3A4,,Not Specified,DrugBank
Banoxantrone, 3A4,substrate,Not Specified,DrugBank
Aplidine, 3A4,,Not Specified,DrugBank
Indacaterol, 3A4,substrate,Not Specified,DrugBank
Trabectedin, 3A4,substrate,Not Specified,DrugBank
Rotigotine, 3A4,substrate,Not Specified,DrugBank
Vandetanib, 3A4,substrate,Not Specified,DrugBank
Pradefovir Mesylate, 3A4,,Not Specified,DrugBank
Telaprevir, 3A4,"substrate, inhibitor",Not Specified,DrugBank
ado-trastuzumab emtansine, 3A4,substrate,Not Specified,DrugBank
Abiraterone, 3A4,substrate,Not Specified,DrugBank
Cariprazine, 3A4,substrate,Not Specified,DrugBank
Sertindole, 3A4,substrate,Not Specified,DrugBank
Mianserin, 3A4,substrate,Not Specified,DrugBank
Rimonabant, 3A4,substrate,Not Specified,DrugBank
Rufinamide, 3A4,inducer,Not Specified,DrugBank
Alogliptin, 3A4,substrate,Not Specified,DrugBank
Silodosin, 3A4,substrate,Not Specified,DrugBank
Prasugrel, 3A4,substrate,Not Specified,DrugBank
Tolvaptan, 3A4,substrate,Not Specified,DrugBank
Asenapine, 3A4,substrate,Not Specified,DrugBank
Rivaroxaban, 3A4,substrate,Not Specified,DrugBank
Avanafil, 3A4,substrate,Not Specified,DrugBank
Udenafil, 3A4,substrate,Not Specified,DrugBank
Sitaxentan, 3A4,inhibitor,Not Specified,DrugBank
Levocetirizine, 3A4,substrate,Not Specified,DrugBank
Temsirolimus, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Simeprevir, 3A4,substrate,Not Specified,DrugBank
Dapagliflozin, 3A4,substrate,Not Specified,DrugBank
Saxagliptin, 3A4,substrate,Not Specified,DrugBank
Armodafinil, 3A4,inducer,Not Specified,DrugBank
Etravirine, 3A4,"substrate, inducer",Not Specified,DrugBank
Pazopanib, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Apixaban, 3A4,substrate,Not Specified,DrugBank
Bosutinib, 3A4,substrate,Not Specified,DrugBank
Axitinib, 3A4,substrate,Not Specified,DrugBank
Vilazodone, 3A4,substrate,Not Specified,DrugBank
Artemether, 3A4,"substrate, inducer",Not Specified,DrugBank
Desvenlafaxine, 3A4,substrate,Not Specified,DrugBank
Fesoterodine, 3A4,substrate,Not Specified,DrugBank
Lumefantrine, 3A4,substrate,Not Specified,DrugBank
Methyltestosterone, 3A4,substrate,Not Specified,DrugBank
Nilvadipine, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Ketobemidone, 3A4,substrate,Not Specified,DrugBank
Ambroxol, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Benzyl alcohol, 3A4,substrate,Not Specified,DrugBank
Cabazitaxel, 3A4,substrate,Not Specified,DrugBank
Chenodeoxycholic acid, 3A4,substrate,Not Specified,DrugBank
Parecoxib, 3A4,substrate,Not Specified,DrugBank
Tofisopam, 3A4,inhibitor,Not Specified,DrugBank
Lurasidone, 3A4,substrate,Not Specified,DrugBank
Ticagrelor, 3A4,substrate,Not Specified,DrugBank
Ivacaftor, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Lomitapide, 3A4,substrate,Not Specified,DrugBank
Vismodegib, 3A4,substrate,Not Specified,DrugBank
Rilpivirine, 3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank
Crizotinib, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Estradiol valerate/Dienogest, 3A4,substrate,Not Specified,DrugBank
Fingolimod, 3A4,substrate,Not Specified,DrugBank
Brentuximab vedotin, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Boceprevir, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Cabozantinib, 3A4,substrate,Not Specified,DrugBank
Ruxolitinib, 3A4,substrate,Not Specified,DrugBank
Vemurafenib, 3A4,"substrate, inducer",Not Specified,DrugBank
Linagliptin, 3A4,inhibitor,Not Specified,DrugBank
Perampanel, 3A4,"substrate, inducer",Not Specified,DrugBank
Mirabegron, 3A4,substrate,Not Specified,DrugBank
Tofacitinib, 3A4,substrate,Not Specified,DrugBank
Regorafenib, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Enzalutamide, 3A4,"substrate, inducer",Not Specified,DrugBank
Ponatinib, 3A4,substrate,Not Specified,DrugBank
Bedaquiline, 3A4,substrate,Not Specified,DrugBank
Fluticasone furoate, 3A4,substrate,Not Specified,DrugBank
Canagliflozin, 3A4,substrate,Not Specified,DrugBank
Pomalidomide, 3A4,substrate,Not Specified,DrugBank
Trametinib, 3A4,inducer,Not Specified,DrugBank
Dabrafenib, 3A4,"substrate, inducer",Not Specified,DrugBank
Levomilnacipran, 3A4,substrate,Not Specified,DrugBank
MACITENTAN, 3A4,substrate,Not Specified,DrugBank
Luliconazole, 3A4,inhibitor,Not Specified,DrugBank
Aliskiren, 3A4,substrate,Not Specified,DrugBank
Eliglustat, 3A4,substrate,Not Specified,DrugBank
Naloxegol, 3A4,substrate,Not Specified,DrugBank
Ibrutinib, 3A4,substrate,Not Specified,DrugBank
Idelalisib, 3A4,inducer,Not Specified,DrugBank
Palbociclib, 3A4,substrate,Not Specified,DrugBank
Olaparib, 3A4,"substrate, inhibitor",Not Specified,DrugBank
Lenvatinib, 3A4,substrate,Not Specified,DrugBank
Ivabradine, 3A4,substrate,Not Specified,DrugBank
Elvitegravir, 3A4,substrate,Not Specified,DrugBank
Daclatasvir, 3A4,substrate,Not Specified,DrugBank
Brexpiprazole, 3A4,substrate,Not Specified,DrugBank
Sonidegib, 3A4,substrate,Not Specified,DrugBank
Rolapitant, 3A4,substrate,Not Specified,DrugBank
,,,Not Specified,DrugBank
Name,NADPH-- reductase,Actions,Not Specified,DrugBank
Lipoic Acid,NADPH-- reductase,inhibitor,Not Specified,DrugBank
Mitomycin,NADPH-- reductase,substrate,Not Specified,DrugBank
Nilutamide,NADPH-- reductase,substrate,Not Specified,DrugBank
Daunorubicin,NADPH-- reductase,substrate,Not Specified,DrugBank
Nitrofurantoin,NADPH-- reductase,substrate,Not Specified,DrugBank
Benzphetamine,NADPH-- reductase,substrate,Not Specified,DrugBank
Doxorubicin,NADPH-- reductase,substrate,Not Specified,DrugBank
Ethylmorphine,NADPH-- reductase,,Not Specified,DrugBank
Flavin adenine dinucleotide,NADPH-- reductase,,Not Specified,DrugBank
Riboflavin Monophosphate,NADPH-- reductase,,Not Specified,DrugBank
Riboflavin Monophosphate,NADPH-- reductase,,Not Specified,DrugBank
2'-Monophosphoadenosine 5'-Diphosphoribose,NADPH-- reductase,,Not Specified,DrugBank
,,,Not Specified,DrugBank
Name, 2B7 isoform,Actions,Not Specified,DrugBank
Licofelone, 2B7 isoform,substrate,Not Specified,DrugBank
,,,Not Specified,DrugBank
Name, 2B1,Actions,Not Specified,DrugBank
Tauroursodeoxycholic acid, 2B1,inducer,Not Specified,DrugBank
,,,Not Specified,DrugBank
Name, 2J2,Actions,Not Specified,DrugBank
Cholecalciferol, 2J2,substrate,Not Specified,DrugBank
Masoprocol, 2J2,inhibitor,Not Specified,DrugBank
Terfenadine, 2J2,inhibitor,Not Specified,DrugBank
Astemizole, 2J2,substrate,Not Specified,DrugBank
Licofelone, 2J2,substrate,Not Specified,DrugBank
Rivaroxaban, 2J2,substrate,Not Specified,DrugBank
Apixaban, 2J2,substrate,Not Specified,DrugBank
Levomilnacipran, 2J2,substrate,Not Specified,DrugBank
,,,Not Specified,DrugBank
Name, 2A2,Actions,Not Specified,DrugBank
Tauroursodeoxycholic acid, 2A2,inducer,Not Specified,DrugBank
,,,Not Specified,DrugBank
Name, 2A13,Actions,Not Specified,DrugBank
Nicotine, 2A13,substrate,Not Specified,DrugBank
Methoxsalen, 2A13,inhibitor,Not Specified,DrugBank
Testosterone, 2A13,substrate,Not Specified,DrugBank
Phenacetin, 2A13,substrate,Not Specified,DrugBank
,,,Not Specified,DrugBank
Name, 3A1,Actions,Not Specified,DrugBank
Tauroursodeoxycholic acid, 3A1,inducer,Not Specified,DrugBank
,,,Not Specified,DrugBank
Name, 2B2,Actions,Not Specified,DrugBank
Tauroursodeoxycholic acid, 2B2,inducer,Not Specified,DrugBank
,,,Not Specified,DrugBank
Name, 3A3,Actions,Not Specified,DrugBank
Daclatasvir, 3A3,substrate,Not Specified,DrugBank
